,CLAC3_NM,CLAC2_NM,CLAC1_NM,NUM_PD_C,NUM_CLNT_ID,NUM_CLSE_ID,NUM_BRA_NM,TOT_HITS,TOT_PROFIT,TOT_SALES,AVG_HITS,AVG_PROFIT,F,M,AGE10,AGE20,AGE30,AGE40,AGE50,AGE60,AGE70,AGE80,TOT_SESS_SEQ,TOT_PAGE_VIEW,TOT_SESS_HOUR,AVG_SESS_SEQ,AVG_PAGE_VIEW,AVG_SESS_HOUR,mobile,desktop,tablet,April,May,June,July,August,September,ZON_Daejeon,ZON_Busan,ZON_Gyeonggi-do,ZON_Seoul,ZON_Gyeongsangbuk-do,ZON_Jeollabuk-do,ZON_Chungcheongbuk-do,ZON_Gangwon-do,ZON_Chungcheongnam-do,ZON_Incheon,ZON_Daegu,ZON_Gwangju,ZON_Gyeongsangnam-do,ZON_Jeju-do,ZON_Jeollanam-do,ZON_Ulsan,CITY_Daejeon,CITY_Busan,CITY_Anyang,CITY_Seoul,CITY_Gumi-si,CITY_Buan-gun,CITY_Cheongju-si,CITY_Chuncheon-si,CITY_Cheonan-si,CITY_Incheon,CITY_Daegu,CITY_Wonju-si,CITY_Seongnam-si,CITY_Goyang-si,CITY_Gwangmyeong-si,CITY_Uijeongbu-si,CITY_Namyangju-si,CITY_Jeonju-si,CITY_Cheorwon-gun,CITY_Hwaseong-si,CITY_Gwangju,CITY_Gimhae-si,CITY_Tongyeong-si,CITY_Seogwipo-si,CITY_Ansan-si,CITY_Naju-si,CITY_Ulsan,CITY_Anseong,CITY_Gimcheon-si,CITY_Yongin-si,CITY_Namwon-si,CITY_Bucheon-si,CITY_Gunsan-si,CITY_Yeosu-si,CITY_Sacheon-si,CITY_Osan-si,CITY_Dangjin-si,CITY_Gunpo-si,CITY_Hanam-si,CITY_Gongju-si,CITY_Seocheon-gun,CITY_Yeongi-gun,CITY_Siheung-si,CITY_Paju-si,CITY_Yangsan-si,CITY_Gyeongju-si,CITY_Goseong-gun,CITY_Iksan,CITY_Yeongcheon-si,CITY_Suncheon-si,CITY_Pohang-si,CITY_Pyeongchang-gun,CITY_Suwon-si,CITY_Jincheon-gun,CITY_Nonsan-si,CITY_Mokpo-si,CITY_Muan-gun,CITY_Haman-gun,CITY_Geoje-si,CITY_Chilgok-gun,CITY_Hampyeong-gun,CITY_Gangneung-si,CITY_Ulleung-gun,CITY_Icheon-si,CITY_Chungju-si,CITY_Pyeongtaek-si,CITY_Taean-gun,CITY_Gwangju-si,CITY_Dongducheon-si,CITY_Gwangyang-si,CITY_Gimpo-si,CITY_Jeongeup-si,CITY_Hadong-gun,CITY_Uiwang-si,CITY_Jeju-si,CITY_Gyeongsan-si,CITY_Yeongju-si,CITY_Pocheon-si,CITY_Yangpyeong-gun,CITY_Donghae-si,CITY_Gwacheon-si,CITY_Uiseong-gun,CITY_Jinju-si,CITY_Yecheon-gun,CITY_Asan-si,CITY_Hwacheon-gun,CITY_Sangju-si,CITY_Seosan-si,CITY_Okcheon-gun,CITY_Gimje-si,CITY_Cheongwon-gun,CITY_Gangjin-gun,CITY_Eumseong-gun,CITY_Uljin-gun,CITY_Guri-si,CITY_Inje-gun,CITY_Boeun-gun,CITY_Andong,CITY_Boseong-gun,CITY_Yeongwol-gun,CITY_Buyeo-gun,CITY_Hongseong-gun,CITY_Hapcheon-gun,CITY_Jecheon-si,CITY_Damyang-gun,CITY_Goryeong-gun,CITY_Changnyeong-gun,CITY_Yeongyang-gun,CITY_Yeonggwang-gun,CITY_Uiryeong-gun,CITY_Samcheok-si,CITY_Namhae-gun,CITY_Jangheung-gun,CITY_Yeoncheon-gun,CITY_Mungyeong-si,CITY_Yangju-si,CITY_Jangseong-gun,CITY_Gochang-gun,CITY_Miryang-si,CITY_Boryeong-si,CITY_Yanggu-gun,CITY_Wando-gun,CITY_Jeongseon-gun,CITY_Imsil-gun,CITY_Danyang-gun,CITY_Haenam-gun,CITY_Geochang-gun,CITY_Bonghwa-gun,CITY_Sokcho-si,CITY_Muju-gun,CITY_Yeongam-gun,CITY_Yeoju-gun,CITY_Taebaek-si,CITY_Gokseong-gun,CITY_Yeongdong-gun,CITY_Jeungpyeong-gun,CITY_Hwasun-gun,CITY_Sinan-gun,CITY_Jangsu-gun,CITY_Hamyang-gun,CITY_Hongcheon-gun,CITY_Yesan-gun,CITY_Geumsan-gun,CITY_Wanju-gun,CITY_Jinan-gun,CITY_Gyeryong-si,CITY_Gapyeong-gun,CITY_Sunchang-gun,CITY_Cheongsong-gun,CITY_Seongju-gun,CITY_Goheung-gun,CITY_Yeongdeok-gun,CITY_Yangyang-gun,CITY_Sancheong-gun,CITY_Hoengseong-gun,CITY_Cheongdo-gun,CITY_Goesan-gun,CITY_Jindo-gun,CITY_Gurye-gun,CITY_Cheongyang-gun,CITY_(not set),CITY_Gunwi-gun,CITY_Masan
689,유아동플랫,유아동화,패션잡화,692,1493,1654,63,168317,58983760,1972,85.35,29910.63,1571.0,128.0,1.0,32.0,1142.0,508.0,7.0,5.0,3.0,1.0,321800,213266.0,3355172.0,163.18,108.15,1701.41,1732.0,236.0,4.0,408.0,311.0,214.0,152.0,360.0,527.0,30.0,217.0,378.0,648.0,65.0,79.0,48.0,30.0,76.0,58.0,76.0,39.0,127.0,20.0,47.0,34.0,30.0,217.0,23.0,648.0,10.0,3.0,20.0,12.0,14.0,58.0,76.0,3.0,26.0,35.0,7.0,7.0,27.0,38.0,1.0,44.0,39.0,41.0,8.0,4.0,8.0,2.0,34.0,2.0,3.0,27.0,,19.0,10.0,7.0,8.0,7.0,1.0,6.0,7.0,13.0,,7.0,2.0,17.0,17.0,13.0,5.0,9.0,4.0,10.0,13.0,,38.0,4.0,1.0,6.0,1.0,11.0,10.0,,,3.0,,4.0,4.0,25.0,5.0,5.0,2.0,3.0,21.0,10.0,2.0,1.0,16.0,6.0,,4.0,2.0,2.0,,1.0,12.0,,8.0,,2.0,11.0,2.0,2.0,7.0,,3.0,1.0,8.0,,,8.0,,,5.0,7.0,1.0,6.0,3.0,,1.0,,,,,1.0,3.0,,1.0,4.0,,2.0,4.0,1.0,,,1.0,,,3.0,,,2.0,,,,1.0,4.0,,1.0,,,,3.0,,,,4.0,1.0,3.0,,,,,1.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,,,,,
690,유아두유,두유,음료,8,65,80,5,6463,3641900,161,40.14,22620.5,146.0,8.0,,3.0,125.0,25.0,1.0,,,,16624,7522.0,130762.0,103.25,46.72,812.19,154.0,6.0,1.0,23.0,33.0,12.0,7.0,47.0,39.0,2.0,12.0,24.0,92.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,10.0,,,1.0,2.0,12.0,,92.0,,,2.0,,2.0,4.0,2.0,,4.0,2.0,,,,,,,4.0,,,,,,1.0,,,4.0,,1.0,1.0,,,4.0,,,,,,,,,,,,,,,2.0,,5.0,,,,,10.0,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,유아목욕용품,유아위생용품,출산/육아용품,923,5757,6605,177,851758,121090620,12925,65.9,9368.71,9814.0,970.0,13.0,560.0,7605.0,2376.0,124.0,104.0,2.0,,2596568,1064154.0,19446964.0,200.9,82.33,1504.6,11184.0,1705.0,36.0,2034.0,2333.0,2603.0,2226.0,2151.0,1578.0,267.0,1380.0,2520.0,4545.0,474.0,357.0,187.0,196.0,442.0,430.0,493.0,383.0,674.0,53.0,327.0,197.0,267.0,1380.0,139.0,4545.0,90.0,5.0,92.0,35.0,77.0,430.0,493.0,30.0,183.0,120.0,34.0,120.0,172.0,194.0,,122.0,383.0,219.0,35.0,14.0,95.0,43.0,197.0,15.0,9.0,228.0,17.0,87.0,37.0,73.0,20.0,45.0,46.0,45.0,67.0,48.0,4.0,67.0,140.0,235.0,113.0,60.0,11.0,44.0,2.0,80.0,118.0,4.0,229.0,6.0,11.0,35.0,9.0,99.0,51.0,14.0,8.0,29.0,4.0,17.0,17.0,107.0,4.0,30.0,11.0,14.0,151.0,28.0,1.0,27.0,39.0,33.0,20.0,8.0,17.0,34.0,7.0,7.0,52.0,3.0,73.0,2.0,23.0,35.0,1.0,10.0,27.0,2.0,15.0,27.0,32.0,18.0,1.0,38.0,,6.0,11.0,26.0,11.0,20.0,1.0,1.0,,2.0,13.0,,7.0,16.0,7.0,3.0,6.0,30.0,4.0,6.0,27.0,9.0,1.0,5.0,,2.0,,5.0,8.0,2.0,10.0,2.0,4.0,1.0,13.0,4.0,1.0,5.0,11.0,1.0,4.0,11.0,4.0,3.0,6.0,8.0,,14.0,3.0,,8.0,2.0,2.0,1.0,,,3.0,,2.0,6.0,,8.0,,4.0,
692,유아변기/배변훈련기,유아발육용품,출산/육아용품,63,464,496,29,27235,17105800,530,51.39,32275.09,418.0,44.0,,21.0,380.0,51.0,6.0,4.0,,,72785,34587.0,577198.0,137.33,65.26,1089.05,474.0,52.0,4.0,45.0,45.0,74.0,98.0,208.0,60.0,11.0,58.0,95.0,209.0,15.0,14.0,8.0,4.0,16.0,18.0,20.0,13.0,28.0,5.0,13.0,3.0,11.0,58.0,4.0,209.0,3.0,1.0,3.0,,3.0,18.0,20.0,2.0,12.0,4.0,3.0,3.0,5.0,8.0,,6.0,13.0,17.0,,,4.0,,3.0,1.0,2.0,7.0,,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,,6.0,1.0,6.0,3.0,1.0,,2.0,,2.0,3.0,,8.0,,,3.0,,3.0,,,,2.0,,2.0,3.0,7.0,,3.0,,2.0,4.0,1.0,,1.0,5.0,1.0,,1.0,,,,,4.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,2.0,,,4.0,,,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
693,유아용기저귀,유아위생용품,출산/육아용품,707,5149,7420,54,552088,437789730,10989,50.24,39838.91,7324.0,1070.0,6.0,562.0,6416.0,1280.0,67.0,53.0,10.0,,1439201,704813.0,13626652.0,130.97,64.14,1240.03,8634.0,2296.0,59.0,2015.0,1690.0,1826.0,2544.0,1627.0,1287.0,203.0,1026.0,2050.0,3959.0,372.0,311.0,201.0,350.0,352.0,526.0,360.0,256.0,483.0,135.0,251.0,154.0,203.0,1026.0,98.0,3959.0,100.0,6.0,96.0,32.0,69.0,526.0,360.0,47.0,163.0,322.0,34.0,42.0,138.0,163.0,,186.0,256.0,192.0,12.0,55.0,54.0,14.0,154.0,36.0,12.0,173.0,4.0,93.0,26.0,68.0,13.0,37.0,38.0,30.0,36.0,45.0,3.0,59.0,56.0,51.0,56.0,35.0,121.0,57.0,14.0,49.0,84.0,1.0,175.0,1.0,10.0,27.0,10.0,69.0,62.0,5.0,,57.0,,8.0,62.0,75.0,3.0,66.0,4.0,21.0,71.0,24.0,,15.0,80.0,27.0,9.0,7.0,16.0,37.0,7.0,8.0,52.0,2.0,38.0,,7.0,23.0,,9.0,22.0,3.0,7.0,7.0,20.0,5.0,,48.0,,3.0,8.0,21.0,5.0,4.0,,,4.0,6.0,18.0,,6.0,5.0,4.0,,1.0,26.0,1.0,7.0,4.0,19.0,2.0,7.0,4.0,,2.0,9.0,5.0,,6.0,3.0,4.0,4.0,5.0,,,5.0,8.0,,3.0,2.0,3.0,6.0,3.0,8.0,,7.0,7.0,1.0,4.0,,4.0,1.0,7.0,1.0,15.0,2.0,2.0,4.0,,,,,
694,유아용물티슈,유아위생용품,출산/육아용품,734,8977,11765,74,939375,268572770,17839,52.66,15055.37,12408.0,1675.0,4.0,656.0,8007.0,4663.0,657.0,95.0,1.0,,3522144,1181157.0,20834862.0,197.44,66.21,1167.94,14457.0,3300.0,82.0,2835.0,3024.0,2966.0,3046.0,3263.0,2705.0,290.0,2445.0,2829.0,5549.0,637.0,586.0,382.0,385.0,590.0,964.0,707.0,476.0,1116.0,188.0,396.0,299.0,290.0,2445.0,145.0,5549.0,125.0,17.0,186.0,137.0,199.0,964.0,707.0,67.0,203.0,206.0,63.0,111.0,205.0,250.0,8.0,198.0,476.0,425.0,60.0,56.0,117.0,23.0,299.0,43.0,36.0,163.0,16.0,149.0,97.0,119.0,45.0,99.0,50.0,37.0,48.0,65.0,5.0,36.0,65.0,74.0,118.0,108.0,12.0,90.0,15.0,49.0,100.0,2.0,300.0,15.0,10.0,76.0,28.0,175.0,101.0,16.0,,38.0,,44.0,67.0,146.0,12.0,54.0,17.0,25.0,98.0,17.0,12.0,56.0,132.0,78.0,21.0,38.0,35.0,24.0,15.0,3.0,99.0,8.0,77.0,1.0,24.0,62.0,12.0,7.0,31.0,4.0,17.0,6.0,43.0,8.0,4.0,47.0,,26.0,9.0,17.0,11.0,31.0,4.0,8.0,9.0,14.0,11.0,6.0,5.0,3.0,7.0,6.0,3.0,36.0,7.0,10.0,27.0,12.0,2.0,2.0,6.0,8.0,3.0,15.0,9.0,1.0,17.0,6.0,9.0,9.0,11.0,1.0,3.0,7.0,10.0,3.0,5.0,4.0,23.0,10.0,9.0,54.0,2.0,15.0,6.0,7.0,3.0,4.0,,12.0,5.0,3.0,2.0,4.0,6.0,2.0,1.0,2.0,,1.0,
695,유아용샴푸/바디워시,유아위생용품,출산/육아용품,428,4613,5132,70,444310,138289860,7145,62.18,19354.77,5353.0,604.0,2.0,156.0,4089.0,1641.0,38.0,27.0,4.0,,1165775,547477.0,9760428.0,163.16,76.62,1366.05,6142.0,977.0,26.0,1016.0,1079.0,1277.0,1366.0,1360.0,1047.0,133.0,806.0,1277.0,2509.0,266.0,200.0,132.0,118.0,250.0,299.0,306.0,171.0,413.0,37.0,124.0,104.0,133.0,806.0,76.0,2509.0,47.0,1.0,72.0,23.0,52.0,299.0,306.0,37.0,112.0,100.0,35.0,39.0,73.0,113.0,5.0,119.0,171.0,136.0,9.0,7.0,35.0,8.0,104.0,18.0,19.0,107.0,4.0,57.0,25.0,19.0,11.0,15.0,27.0,28.0,24.0,34.0,1.0,43.0,51.0,55.0,54.0,27.0,3.0,38.0,10.0,18.0,58.0,1.0,125.0,6.0,5.0,29.0,2.0,55.0,61.0,5.0,,10.0,,10.0,12.0,57.0,1.0,20.0,15.0,5.0,41.0,11.0,3.0,7.0,30.0,10.0,17.0,10.0,3.0,6.0,5.0,8.0,53.0,6.0,18.0,1.0,11.0,26.0,3.0,3.0,24.0,3.0,4.0,4.0,20.0,3.0,1.0,25.0,2.0,1.0,7.0,4.0,7.0,,1.0,1.0,,3.0,6.0,1.0,3.0,4.0,8.0,2.0,3.0,8.0,7.0,,9.0,10.0,1.0,1.0,1.0,,,,6.0,,5.0,1.0,7.0,8.0,8.0,,1.0,6.0,4.0,4.0,,1.0,6.0,10.0,8.0,2.0,,3.0,2.0,2.0,3.0,2.0,,7.0,3.0,1.0,3.0,,3.0,,,1.0,,,
696,유아용세척용품,수유/이유용품,출산/육아용품,199,2918,3306,44,311807,58663840,5066,61.55,11579.91,3902.0,392.0,1.0,303.0,3445.0,479.0,44.0,21.0,1.0,,766925,363695.0,6739828.0,151.39,71.79,1330.4,4432.0,615.0,19.0,734.0,756.0,1017.0,910.0,775.0,874.0,117.0,509.0,913.0,1699.0,173.0,214.0,74.0,77.0,215.0,152.0,192.0,227.0,278.0,42.0,102.0,82.0,117.0,509.0,59.0,1699.0,42.0,4.0,26.0,24.0,37.0,152.0,192.0,13.0,100.0,72.0,23.0,22.0,61.0,69.0,,63.0,227.0,94.0,4.0,12.0,56.0,14.0,82.0,10.0,6.0,69.0,20.0,42.0,17.0,19.0,11.0,8.0,13.0,9.0,17.0,62.0,2.0,28.0,29.0,22.0,29.0,7.0,3.0,67.0,2.0,34.0,40.0,1.0,98.0,1.0,3.0,18.0,4.0,39.0,32.0,7.0,,19.0,,6.0,9.0,48.0,2.0,8.0,1.0,4.0,42.0,7.0,10.0,5.0,30.0,19.0,4.0,3.0,7.0,5.0,3.0,4.0,28.0,3.0,20.0,,,16.0,1.0,13.0,15.0,,4.0,6.0,21.0,4.0,1.0,16.0,,,1.0,13.0,10.0,10.0,3.0,1.0,,2.0,,,3.0,3.0,,,5.0,5.0,1.0,,9.0,13.0,,,,,,1.0,3.0,,,,,4.0,4.0,,,2.0,2.0,,1.0,3.0,2.0,1.0,1.0,10.0,4.0,2.0,,2.0,,,1.0,8.0,1.0,1.0,,1.0,5.0,,1.0,1.0,,,
697,유아용욕조,유아발육용품,출산/육아용품,98,766,824,33,47801,37408000,891,53.65,41984.29,688.0,63.0,1.0,78.0,579.0,84.0,5.0,2.0,2.0,,103005,59164.0,1110622.0,115.61,66.4,1246.49,768.0,120.0,3.0,237.0,124.0,112.0,128.0,147.0,143.0,22.0,77.0,164.0,358.0,21.0,32.0,19.0,5.0,34.0,26.0,40.0,16.0,33.0,14.0,20.0,10.0,22.0,77.0,7.0,358.0,8.0,5.0,12.0,1.0,7.0,26.0,40.0,1.0,31.0,16.0,5.0,,4.0,15.0,,9.0,16.0,12.0,1.0,4.0,4.0,,10.0,3.0,,16.0,,6.0,3.0,1.0,,2.0,4.0,6.0,5.0,3.0,,8.0,6.0,4.0,5.0,1.0,,4.0,2.0,8.0,5.0,,16.0,,,4.0,,10.0,1.0,,,,,1.0,1.0,6.0,,1.0,,2.0,8.0,3.0,,2.0,10.0,1.0,1.0,,,,1.0,,4.0,,3.0,,,3.0,,,3.0,1.0,,1.0,3.0,1.0,1.0,1.0,,,2.0,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,2.0,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,
698,유아용카시트/매트,유아안전용품,출산/육아용품,334,1492,1695,45,116361,533973210,1995,58.33,267655.74,1372.0,329.0,,121.0,1334.0,233.0,6.0,7.0,,,157151,154652.0,2873990.0,78.77,77.52,1440.6,1752.0,239.0,4.0,269.0,287.0,303.0,387.0,347.0,402.0,46.0,227.0,354.0,726.0,51.0,71.0,27.0,27.0,77.0,39.0,90.0,52.0,101.0,28.0,37.0,42.0,46.0,227.0,16.0,726.0,8.0,,10.0,5.0,18.0,39.0,90.0,5.0,29.0,24.0,8.0,11.0,22.0,45.0,1.0,24.0,52.0,40.0,5.0,9.0,8.0,4.0,42.0,1.0,5.0,36.0,2.0,18.0,3.0,5.0,1.0,6.0,5.0,5.0,14.0,10.0,,11.0,18.0,7.0,15.0,4.0,2.0,10.0,2.0,9.0,7.0,,40.0,2.0,1.0,6.0,1.0,10.0,18.0,5.0,,5.0,,5.0,2.0,16.0,3.0,8.0,1.0,4.0,14.0,4.0,,3.0,19.0,3.0,4.0,3.0,4.0,1.0,1.0,2.0,4.0,1.0,7.0,,,13.0,1.0,1.0,7.0,,2.0,2.0,8.0,2.0,,5.0,,,,4.0,1.0,3.0,1.0,,1.0,1.0,2.0,3.0,,1.0,,,,3.0,,1.0,,3.0,,,1.0,,,3.0,1.0,,4.0,,,1.0,1.0,,,,,1.0,,,1.0,1.0,,5.0,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,
699,유아용화장품,유아스킨/바디케어,출산/육아용품,1330,17821,21034,121,1895429,649088710,32278,58.72,20109.32,25154.0,2480.0,7.0,1349.0,18401.0,7463.0,321.0,80.0,11.0,2.0,4923636,2329509.0,40782110.0,152.54,72.17,1263.46,28307.0,3845.0,126.0,5628.0,6393.0,6163.0,5552.0,5122.0,3420.0,693.0,3543.0,6462.0,10652.0,1113.0,884.0,537.0,650.0,1139.0,1318.0,1374.0,771.0,1740.0,222.0,618.0,562.0,693.0,3543.0,352.0,10652.0,217.0,12.0,253.0,161.0,280.0,1318.0,1374.0,153.0,441.0,608.0,104.0,232.0,357.0,526.0,27.0,552.0,771.0,616.0,66.0,44.0,254.0,56.0,562.0,36.0,52.0,579.0,20.0,350.0,128.0,119.0,66.0,88.0,95.0,175.0,118.0,158.0,12.0,121.0,166.0,210.0,260.0,104.0,9.0,94.0,31.0,141.0,256.0,8.0,632.0,22.0,44.0,112.0,23.0,266.0,145.0,23.0,10.0,78.0,20.0,86.0,83.0,196.0,23.0,159.0,33.0,37.0,286.0,35.0,10.0,60.0,178.0,86.0,64.0,61.0,53.0,54.0,26.0,20.0,164.0,24.0,164.0,2.0,31.0,114.0,3.0,11.0,85.0,8.0,25.0,14.0,130.0,8.0,12.0,89.0,4.0,25.0,6.0,40.0,29.0,27.0,3.0,3.0,11.0,7.0,13.0,4.0,25.0,13.0,12.0,7.0,20.0,64.0,7.0,11.0,49.0,28.0,4.0,12.0,20.0,9.0,,7.0,24.0,13.0,26.0,9.0,7.0,39.0,23.0,1.0,5.0,19.0,19.0,3.0,1.0,4.0,21.0,13.0,9.0,23.0,2.0,28.0,8.0,3.0,2.0,10.0,11.0,22.0,3.0,8.0,8.0,2.0,3.0,13.0,,4.0,,3.0,
700,유아패션잡화,패션액세서리,패션잡화,579,1715,1859,87,181864,39752460,2517,72.25,15793.59,1985.0,196.0,,27.0,1432.0,692.0,13.0,16.0,1.0,,484062,222877.0,3986606.0,192.32,88.55,1583.87,2233.0,278.0,6.0,438.0,502.0,416.0,391.0,327.0,443.0,58.0,305.0,423.0,892.0,92.0,80.0,37.0,36.0,74.0,104.0,123.0,57.0,112.0,16.0,69.0,39.0,58.0,305.0,25.0,892.0,13.0,7.0,19.0,10.0,22.0,104.0,123.0,7.0,31.0,35.0,9.0,13.0,40.0,42.0,,28.0,57.0,51.0,15.0,3.0,11.0,5.0,39.0,7.0,1.0,34.0,3.0,26.0,8.0,28.0,4.0,4.0,2.0,6.0,5.0,6.0,2.0,12.0,16.0,10.0,3.0,17.0,1.0,6.0,2.0,9.0,23.0,,43.0,,4.0,10.0,1.0,13.0,10.0,6.0,,7.0,,7.0,6.0,19.0,1.0,13.0,3.0,7.0,19.0,3.0,,,13.0,3.0,2.0,3.0,1.0,3.0,,3.0,9.0,2.0,9.0,,5.0,3.0,3.0,1.0,2.0,,3.0,,3.0,1.0,,10.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,6.0,,2.0,1.0,2.0,2.0,,,,,1.0,1.0,,2.0,3.0,,1.0,,3.0,,1.0,,,,2.0,2.0,,,5.0,,7.0,4.0,,,,4.0,2.0,,,1.0,1.0,2.0,,,,,,
701,유축기,수유/이유용품,출산/육아용품,17,119,131,8,6574,13980260,142,46.3,98452.54,102.0,15.0,,14.0,95.0,5.0,1.0,2.0,,,20907,8144.0,153937.0,147.23,57.35,1084.06,119.0,23.0,,29.0,25.0,30.0,35.0,12.0,11.0,2.0,27.0,23.0,46.0,5.0,8.0,6.0,3.0,1.0,6.0,7.0,2.0,3.0,1.0,2.0,,2.0,27.0,1.0,46.0,3.0,,5.0,,1.0,6.0,7.0,1.0,2.0,2.0,,,,5.0,,,2.0,,,,3.0,1.0,,1.0,,2.0,1.0,4.0,,,,,,2.0,,,,,,1.0,1.0,,,1.0,,,1.0,,3.0,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
702,육가공품선물세트,축산선물세트,축산물,4,13,13,3,2942,942500,27,108.96,34907.41,21.0,3.0,,,15.0,9.0,,,,,2392,4582.0,81424.0,88.59,169.7,3015.7,24.0,3.0,,,,,,1.0,26.0,,2.0,10.0,11.0,,,,,1.0,,,2.0,1.0,,,,,2.0,,11.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,1.0,,7.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,음료용컵,그릇/식기,식기/조리기구,825,2040,2322,108,330751,171945290,4081,81.05,42133.13,2573.0,381.0,1.0,112.0,1101.0,1386.0,314.0,39.0,1.0,,796284,422938.0,7672369.0,195.12,103.64,1880.02,3016.0,1046.0,19.0,814.0,588.0,779.0,655.0,680.0,565.0,94.0,382.0,780.0,1436.0,314.0,79.0,64.0,50.0,126.0,158.0,170.0,83.0,196.0,26.0,68.0,55.0,94.0,382.0,42.0,1436.0,17.0,2.0,20.0,12.0,30.0,158.0,170.0,26.0,82.0,67.0,30.0,10.0,42.0,31.0,2.0,42.0,83.0,89.0,6.0,5.0,30.0,,55.0,7.0,7.0,93.0,2.0,26.0,14.0,28.0,7.0,8.0,8.0,11.0,5.0,18.0,,10.0,12.0,21.0,13.0,18.0,6.0,16.0,5.0,10.0,33.0,,113.0,5.0,10.0,3.0,4.0,26.0,17.0,3.0,1.0,2.0,,10.0,6.0,25.0,4.0,26.0,,10.0,21.0,3.0,1.0,21.0,21.0,7.0,23.0,8.0,2.0,2.0,4.0,2.0,18.0,7.0,20.0,,13.0,7.0,,,7.0,2.0,11.0,1.0,18.0,1.0,1.0,21.0,,,,2.0,4.0,7.0,,,2.0,,5.0,,,2.0,,,1.0,1.0,,6.0,,2.0,3.0,2.0,,,5.0,,6.0,,1.0,,,1.0,,,1.0,,,,2.0,,,4.0,4.0,1.0,1.0,7.0,2.0,1.0,1.0,154.0,,,,,,1.0,1.0,3.0,,,,,
704,음식물건조기,주방가전,생활/주방가전,4,29,31,1,1550,8304780,38,40.79,218546.84,22.0,6.0,,6.0,7.0,11.0,4.0,,,,3027,2493.0,53753.0,79.66,65.61,1414.55,28.0,10.0,,11.0,11.0,12.0,4.0,,,,3.0,2.0,24.0,,4.0,1.0,,1.0,1.0,,2.0,,,,,,3.0,,24.0,,,1.0,,,1.0,,,,,1.0,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,음악/악기완구,교육완구,완구,192,498,537,60,37840,18873800,651,58.13,28992.01,493.0,60.0,,21.0,384.0,130.0,13.0,4.0,1.0,,107992,47468.0,864124.0,165.89,72.92,1327.38,559.0,87.0,5.0,183.0,126.0,98.0,81.0,85.0,78.0,9.0,100.0,115.0,231.0,17.0,24.0,27.0,10.0,17.0,20.0,21.0,10.0,26.0,5.0,9.0,10.0,9.0,100.0,9.0,231.0,3.0,2.0,24.0,5.0,4.0,20.0,21.0,3.0,5.0,19.0,1.0,2.0,7.0,12.0,,8.0,10.0,9.0,,1.0,2.0,1.0,10.0,,1.0,6.0,1.0,7.0,2.0,4.0,,,1.0,,3.0,,,2.0,2.0,7.0,7.0,2.0,,4.0,,1.0,4.0,,9.0,,1.0,2.0,,4.0,2.0,1.0,,1.0,,2.0,3.0,7.0,,4.0,2.0,1.0,4.0,,,,4.0,,,1.0,1.0,1.0,1.0,,1.0,,8.0,,2.0,1.0,,,,,,2.0,3.0,,,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
